,episode,shot,caption
628,5531550228324592939.mp4,629,a woman is dancing with a man
629,5531550228324592939.mp4,630,a woman is talking to a man and he is smiling
630,5531550228324592939.mp4,631,a woman is holding a microphone and singing
631,5531550228324592939.mp4,632,a woman is dancing with a man
632,5531550228324592939.mp4,633,a woman is kissing a man on the cheek
633,5531550228324592939.mp4,634,a man is dancing in front of a group of people
634,5531550228324592939.mp4,635,a man is dancing with a woman in a red dress
635,5531550228324592939.mp4,636,a woman is kissing a man on the cheek
636,5531550228324592939.mp4,637,a woman is talking to a man and he is smiling
637,5531550228324592939.mp4,638,a woman is kissing a man on the cheek
638,5531550228324592939.mp4,639,a woman is kissing a man on the cheek
639,5531550228324592939.mp4,640,a woman is dancing with a man
640,5531550228324592939.mp4,641,a man is talking to a woman and she is smiling
641,5531550228324592939.mp4,642,a woman is kissing a man on the cheek
642,5531550228324592939.mp4,643,a man is kissing a woman on the cheek
643,5531550228324592939.mp4,644,a man is dancing in a room with a woman
644,5531550228324592939.mp4,645,a man is talking to a woman and she is smiling
645,5531550228324592939.mp4,646,a man is talking to a woman and she is smiling
646,5531550228324592939.mp4,647,a man is lying on the floor and moving his hands
647,5531550228324592939.mp4,648,a man is kissing a woman s hand
648,5531550228324592939.mp4,649,a man is dancing in a room with other people
649,5531550228324592939.mp4,650,a man is talking to another man and smiling
650,5531550228324592939.mp4,651,a man is jumping on a bed and falls
651,5531550228324592939.mp4,652,a man is sitting on a couch and is dancing
652,5531550228324592939.mp4,653,a man is talking to a woman and she is smiling
653,5531550228324592939.mp4,654,a man is talking to a woman and she is smiling
654,5531550228324592939.mp4,655,a man in a suit is talking to a woman
655,5531550228324592939.mp4,656,a man is talking to a woman and she is smiling
656,5531550228324592939.mp4,657,a living room with a couch and a tv
657,5531550228324592939.mp4,658,a man is looking at something and then looks away
658,5531550228324592939.mp4,659,a man is dancing in a crowd of people
659,5531550228324592939.mp4,660,a man is walking through a door and is <unk> by another man
660,5531550228324592939.mp4,661,a man and a woman are kissing in a hallway
661,5531550228324592939.mp4,662,a woman is dancing in front of a group of people
662,5531550228324592939.mp4,663,a man is holding a woman and talking to her
663,5531550228324592939.mp4,664,a man and a woman are dancing in a kitchen
664,5531550228324592939.mp4,665,a man is dancing in front of a woman
665,5531550228324592939.mp4,666,a woman is dancing in front of a mirror
666,5531550228324592939.mp4,667,a man is holding a woman s face and kissing her
667,5531550228324592939.mp4,668,a man is talking to a woman and she is smiling
668,5531550228324592939.mp4,669,a woman is smiling and waving her hands
669,5531550228324592939.mp4,670,a woman is talking to a man and he is smiling
670,5531550228324592939.mp4,671,a woman is smiling and waving her hands
671,5531550228324592939.mp4,672,a man is kissing a woman on the forehead
672,5531550228324592939.mp4,673,a woman is walking down a hallway
673,5531550228324592939.mp4,674,a man is walking through a door and is <unk> by another man
674,5531550228324592939.mp4,675,a man is taking a picture of himself in the mirror
675,5531550228324592939.mp4,676,a man is walking through a door and is <unk> by another man
676,5531550228324592939.mp4,677,a man is taking a picture of himself in the mirror
677,5531550228324592939.mp4,678,a man is standing in a shower with a light on his face
678,5531550228324592939.mp4,679,a man is walking down a hallway with a serious look on his face
679,5531550228324592939.mp4,680,a man is taking a picture of himself in the mirror
680,5531550228324592939.mp4,681,a man is dancing in a room with a woman
681,5531550228324592939.mp4,682,a man is looking at something and then he looks away
682,5531550228324592939.mp4,683,a man is kissing a woman s hand
683,5531550228324592939.mp4,684,a woman is talking to a man and he is smiling
684,5531550228324592939.mp4,685,a woman is sitting on a couch and smiling
685,5531550228324592939.mp4,686,a woman is talking to a man and he is smiling
686,5531550228324592939.mp4,687,a woman is talking to a man and he is smiling
687,5531550228324592939.mp4,688,a woman is talking to a man and he is smiling
688,5531550228324592939.mp4,689,a woman with long hair is smiling and talking
689,5531550228324592939.mp4,690,a woman is talking to a man and he is smiling
690,5531550228324592939.mp4,691,a woman is talking to a man and he is smiling
691,5531550228324592939.mp4,692,a young boy is sleeping on a bed
692,5531550228324592939.mp4,693,a woman is talking to a man and he is smiling
693,5531550228324592939.mp4,694,a man is sitting in a chair and smiling
694,5531550228324592939.mp4,695,a man is looking at something and then looks away
695,5531550228324592939.mp4,696,a man is walking in a room with a <unk>
696,5531550228324592939.mp4,697,a man is walking in a room with a lot of people
697,5531550228324592939.mp4,698,a man is looking at something and smiling
698,5531550228324592939.mp4,699,a baby is laying in a bed with a stuffed animal
699,5531550228324592939.mp4,700,a man is looking at something and then looks away
700,5531550228324592939.mp4,701,a man and a woman are dancing in a room
701,5531550228324592939.mp4,702,a woman is talking to a man and he is smiling
702,5531550228324592939.mp4,703,a woman is walking down a hallway with a man
703,5531550228324592939.mp4,704,a woman is dancing in a room with a man
704,5531550228324592939.mp4,705,a woman is talking to a man and he is smiling
705,5531550228324592939.mp4,706,a woman is dancing in front of a mirror
706,5531550228324592939.mp4,707,a woman is dancing and singing in a room
707,5531550228324592939.mp4,708,a woman is talking to a man and he is smiling
708,5531550228324592939.mp4,709,a woman is holding a pink rose and a man is dancing
709,5531550228324592939.mp4,710,a woman is talking to a man and he is smiling
710,5531550228324592939.mp4,711,a woman is smiling and talking to a man
711,5531550228324592939.mp4,712,a woman is walking down a hallway
712,5531550228324592939.mp4,713,a woman is dancing in a room
713,5531550228324592939.mp4,714,a woman is dancing with a man
714,5531550228324592939.mp4,715,a woman is talking to a man and he is smiling
715,5531550228324592939.mp4,716,a man is kissing a woman s hand
716,5531550228324592939.mp4,717,a man is looking at something and then looks away
717,5531550228324592939.mp4,718,a man is singing and dancing in a dark room
718,5531550228324592939.mp4,719,a man is looking at something and then looks away
719,5531550228324592939.mp4,720,a man is taking a picture of a woman
720,5531550228324592939.mp4,721,a man is kissing a woman on the cheek
721,5531550228324592939.mp4,722,a man is kissing a woman s hand
722,5531550228324592939.mp4,723,a man is standing in a bathroom with a <unk> on his face
723,5531550228324592939.mp4,724,a man is sitting on a toilet and talking
724,5531550228324592939.mp4,725,a man is standing in a bathroom with a <unk> on his face
725,5531550228324592939.mp4,726,a man is standing in a bathroom with a <unk>
726,5531550228324592939.mp4,727,a man is sitting on a toilet and talking
727,5531550228324592939.mp4,728,a man is standing in a bathroom with a <unk> on his face
728,5531550228324592939.mp4,729,a man is sitting on a toilet and brushing his teeth
729,5531550228324592939.mp4,730,a man is sitting at a table with a laptop
730,5531550228324592939.mp4,731,a man in a black shirt is taking a picture of himself
731,5531550228324592939.mp4,732,a man in a kitchen holding a surfboard
732,5531550228324592939.mp4,733,a man is taking a picture of himself in the mirror
733,5531550228324592939.mp4,734,a man in a kitchen holding a surfboard
734,5531550228324592939.mp4,735,a man with a beard is taking a picture of himself
735,5531550228324592939.mp4,736,a man is walking in a room with a woman
736,5531550228324592939.mp4,737,a man is walking in a room with a woman
737,5531550228324592939.mp4,738,a man in a white shirt and black tie is looking at his phone
738,5531550228324592939.mp4,739,a man is looking at something and then looks away
739,5531550228324592939.mp4,740,a man in a black shirt is taking a picture of himself
740,5531550228324592939.mp4,741,a man is looking at something and smiling
741,5531550228324592939.mp4,742,a man wearing a black shirt and a tie is looking at his phone
742,5531550228324592939.mp4,743,a woman is looking at something and smiling
743,5531550228324592939.mp4,744,a group of people are sitting on a couch and laughing
744,5531550228324592939.mp4,745,a woman is dancing with a man
745,5531550228324592939.mp4,746,a woman is talking to a man and he is smiling
746,5531550228324592939.mp4,747,a man is walking through a door and is surprised by another man
747,5531550228324592939.mp4,748,a woman is sitting on a bed and smiling
748,5531550228324592939.mp4,749,a man is walking and smiling at something
749,5531550228324592939.mp4,750,a woman is talking to a man and he is smiling
750,5531550228324592939.mp4,751,a man is standing in front of a microphone and smiling
751,5531550228324592939.mp4,752,a group of girls are dancing in a room
752,5531550228324592939.mp4,753,a man in a suit is walking down a hallway
753,5531550228324592939.mp4,754,a woman is talking to a man and he is smiling
754,5531550228324592939.mp4,755,a woman is taking a picture of herself in the mirror
755,5531550228324592939.mp4,756,a woman in a pink dress is standing in front of a mirror
756,5531550228324592939.mp4,757,a man and a woman are dancing in a room
757,5531550228324592939.mp4,758,a man is kissing a woman on the cheek
758,5531550228324592939.mp4,759,a woman is talking to a man and he is talking to her
759,5531550228324592939.mp4,760,a man is talking to another man and then he turns away
760,5531550228324592939.mp4,761,a woman is talking to a man and he is smiling
761,5531550228324592939.mp4,762,a man and a woman are kissing in a room
762,5531550228324592939.mp4,763,a woman with long hair is talking and smiling
763,5531550228324592939.mp4,764,a woman is talking to a man and he is talking to her
764,5531550228324592939.mp4,765,a woman is talking to a man and he is smiling
765,5531550228324592939.mp4,766,a woman is looking at something and then looks away
766,5531550228324592939.mp4,767,a woman is talking to a man and he is talking to her
767,5531550228324592939.mp4,768,a man is talking to a woman and she is smiling
768,5531550228324592939.mp4,769,a man and a woman are dancing in a room
769,5531550228324592939.mp4,770,a woman is talking to a man and he is smiling
770,5531550228324592939.mp4,771,a man is walking away from a woman
771,5531550228324592939.mp4,772,a man is sitting on a toilet with a woman
772,5531550228324592939.mp4,773,a man sitting on a bed with a laptop
773,5531550228324592939.mp4,774,a man sitting on a toilet with his head down
774,5531550228324592939.mp4,775,a man is looking at something and then he looks away
775,5531550228324592939.mp4,776,a man is brushing his teeth with a towel
776,5531550228324592939.mp4,777,a woman is sitting on a bed and smiling
777,5531550228324592939.mp4,778,a woman is talking to a man and he is smiling
778,5531550228324592939.mp4,779,a man is looking at another man and then he looks away
779,5531550228324592939.mp4,780,a woman is sitting on a bed and talking to a man
780,5531550228324592939.mp4,781,a man is looking at another man and smiling
781,5531550228324592939.mp4,782,a group of people are dancing in a room
782,5531550228324592939.mp4,783,a woman is talking to a man and he is smiling
783,5531550228324592939.mp4,784,a woman is holding a phone and talking to someone
784,5531550228324592939.mp4,785,a man is looking at another man and smiling
785,5531550228324592939.mp4,786,a woman is sitting on a bed and smiling
786,5531550228324592939.mp4,787,a man is looking at another man and smiling
787,5531550228324592939.mp4,788,a woman is sitting on a bed and smiling
788,5531550228324592939.mp4,789,a man is looking at another man and smiling
789,5531550228324592939.mp4,790,a man is dancing in front of a group of people
790,5531550228324592939.mp4,791,a woman is looking at a man and then he looks away
791,5531550228324592939.mp4,792,a woman is holding a cell phone and smiling
792,5531550228324592939.mp4,793,a man is dancing in front of a woman
793,5531550228324592939.mp4,794,a woman is smiling and waving her hand
794,5531550228324592939.mp4,795,a woman is looking at a man and then he looks away
795,5531550228324592939.mp4,796,a woman is sitting on a bed and smiling
796,5531550228324592939.mp4,797,a woman is looking at a man and then he looks away
797,5531550228324592939.mp4,798,a woman is sitting on a bed and smiling
798,5531550228324592939.mp4,799,a man is dancing in front of a group of people
799,5531550228324592939.mp4,800,a man and a woman are sitting together and talking
800,5531550228324592939.mp4,801,a woman is talking to a man and he smiles
801,5531550228324592939.mp4,802,a man is walking in a room with a woman
802,5531550228324592939.mp4,803,a woman is holding a cat and talking to it
803,5531550228324592939.mp4,804,a woman is looking at something and smiling
804,5531550228324592939.mp4,805,a man and a woman are sitting together and talking
805,5531550228324592939.mp4,806,a woman is looking at a man and then he looks away
806,5531550228324592939.mp4,807,a woman is kissing a man on the cheek
807,5531550228324592939.mp4,808,a woman is talking to a man and he looks away
808,5531550228324592939.mp4,809,a woman is sitting on a couch and smiling
809,5531550228324592939.mp4,810,a woman is talking to a man and he is smiling
810,5531550228324592939.mp4,811,a man is dancing in front of a mirror
811,5531550228324592939.mp4,812,a man is talking to a woman and she is smiling
812,5531550228324592939.mp4,813,a man is sitting down and talking to someone
813,5531550228324592939.mp4,814,a remote control sitting on top of a wooden table
814,5531550228324592939.mp4,815,a man and a woman are kissing in a bathroom
815,5531550228324592939.mp4,816,a man and a woman are sitting on a toilet
816,5531550228324592939.mp4,817,a man is sitting on a toilet and smoking
817,5531550228324592939.mp4,818,a man is walking down a hallway and smiling
818,5531550228324592939.mp4,819,a man is walking in a room with a <unk>
819,5531550228324592939.mp4,820,a man is talking to another man and he is smiling
820,5531550228324592939.mp4,821,a man is standing in front of a door and talking
821,5531550228324592939.mp4,822,a man is walking away from a woman
822,5531550228324592939.mp4,823,a man is standing in front of a door and talking
823,5531550228324592939.mp4,824,a man is dancing in front of a group of people
824,5531550228324592939.mp4,825,a man is dancing in front of a group of people
825,5531550228324592939.mp4,826,a man is dancing with a woman in a room
826,5531550228324592939.mp4,827,a man is walking in a room with a <unk>
827,5531550228324592939.mp4,828,a man is dancing in front of a woman
828,5531550228324592939.mp4,829,a man is walking in a room with a <unk>
829,5531550228324592939.mp4,830,a man is talking to another man and he is smiling
830,5531550228324592939.mp4,831,a man is dancing in a room with a woman
831,5531550228324592939.mp4,832,a man is taking a picture of himself in the mirror
832,5531550228324592939.mp4,833,a man is walking in a room with a <unk>
833,5531550228324592939.mp4,834,a man is taking off his shirt in a bathroom
834,5531550228324592939.mp4,835,a man is walking in a room with a <unk>
835,5531550228324592939.mp4,836,a man is putting his hand on another man s shoulder
836,5531550228324592939.mp4,837,a man is talking to a woman and she is smiling
837,5531550228324592939.mp4,838,a man is walking in a room with a woman
838,5531550228324592939.mp4,839,a man is walking down a hallway and smiling
839,5531550228324592939.mp4,840,a man in a bathroom taking a selfie
840,5531550228324592939.mp4,841,a man in a white shirt and black tie is taking a selfie
841,5531550228324592939.mp4,842,a man in a bathroom taking a selfie
842,5531550228324592939.mp4,843,a man in a white shirt and black tie is taking a selfie
843,5531550228324592939.mp4,844,a man is taking a picture of himself in the mirror
844,5531550228324592939.mp4,845,a man is smiling and laughing in a room
845,5531550228324592939.mp4,846,a man is brushing his teeth in the bathroom
846,5531550228324592939.mp4,847,a man is wearing a black shirt and smiling
847,5531550228324592939.mp4,848,a man is taking a picture of a woman
848,5531550228324592939.mp4,849,a man is kissing a woman s hand
849,5531550228324592939.mp4,850,a man is kissing a woman s hand
850,5531550228324592939.mp4,851,a man and a woman are kissing in a room
851,5531550228324592939.mp4,852,a man is looking at something and then he looks away
852,5531550228324592939.mp4,853,a woman is sitting on a bed and smiling
853,5531550228324592939.mp4,854,a woman is dancing and singing in a room
854,5531550228324592939.mp4,855,a woman is taking her picture in a bathroom
855,5531550228324592939.mp4,856,a woman is sitting on a toilet and smiling
856,5531550228324592939.mp4,857,a man is holding a woman s face and kissing her
857,5531550228324592939.mp4,858,a woman is sitting on a bed and smiling
858,5531550228324592939.mp4,859,a man is looking at something and then he looks away
859,5531550228324592939.mp4,860,a man and woman are kissing in a room
860,5531550228324592939.mp4,861,a woman is sitting on a couch and smiling
861,5531550228324592939.mp4,862,a woman is smiling and laughing while talking
862,5531550228324592939.mp4,863,a man is kissing a woman s hand
863,5531550228324592939.mp4,864,a woman is putting her hand on her head
864,5531550228324592939.mp4,865,a woman is wearing a black shirt and smiling
865,5531550228324592939.mp4,866,a woman is dancing with a man
866,5531550228324592939.mp4,867,a woman is sitting on a toilet and smiling
867,5531550228324592939.mp4,868,a man in a suit is smiling and talking
868,5531550228324592939.mp4,869,a woman is sitting on a toilet and smiling
869,5531550228324592939.mp4,870,a woman in a bathroom is holding a cell phone
870,5531550228324592939.mp4,871,a man in a suit is smiling and talking
871,5531550228324592939.mp4,872,a woman is brushing her hair in the bathroom
872,5531550228324592939.mp4,873,a woman is sitting on a toilet and smiling
873,5531550228324592939.mp4,874,a woman in a bathroom taking a picture of herself
874,5531550228324592939.mp4,875,a man in a suit is smiling and talking
875,5531550228324592939.mp4,876,a woman is sitting on a toilet and smiling
876,5531550228324592939.mp4,877,a man and woman are dancing in a room
877,5531550228324592939.mp4,878,a woman is sitting on a toilet and smiling
878,5531550228324592939.mp4,879,a woman is kissing a man s neck
879,5531550228324592939.mp4,880,a woman is wearing a red dress and smiling
880,5531550228324592939.mp4,881,a man and woman are dancing in a living room
881,5531550228324592939.mp4,882,a woman is sitting on a toilet and talking on the phone
882,5531550228324592939.mp4,883,a woman with long hair is smiling and talking
883,5531550228324592939.mp4,884,a woman is looking at a man and then he looks away
884,5531550228324592939.mp4,885,a woman is sitting on a bed with a laptop
885,5531550228324592939.mp4,886,a man is dancing in front of a woman
886,5531550228324592939.mp4,887,a woman is dancing in a bathroom
887,5531550228324592939.mp4,888,a man in a suit is smiling and talking
888,5531550228324592939.mp4,889,a man is dancing in front of a woman
889,5531550228324592939.mp4,890,a woman is sitting on a couch and smiling
890,5531550228324592939.mp4,891,a man is looking at something and then looks away
891,5531550228324592939.mp4,892,a woman is dancing with a man
892,5531550228324592939.mp4,893,a woman is smiling and then she smiles
893,5531550228324592939.mp4,894,a woman is looking at something and smiling
894,5531550228324592939.mp4,895,a woman with long hair is talking and smiling
895,5531550228324592939.mp4,896,a woman with long hair is smiling and talking
896,5531550228324592939.mp4,897,a woman is talking to a man and he is smiling
897,5531550228324592939.mp4,898,a woman is sitting on a couch and talking to a man
898,5531550228324592939.mp4,899,a woman is sitting on a toilet and drinking from a bottle
899,5531550228324592939.mp4,900,a man with a beard is talking to a woman
900,5531550228324592939.mp4,901,a woman is kissing a man on the cheek
901,5531550228324592939.mp4,902,a woman is looking at something and smiling
902,5531550228324592939.mp4,903,a woman with long hair is smiling and talking
903,5531550228324592939.mp4,904,a woman is smiling and holding a cell phone
904,5531550228324592939.mp4,905,a woman is taking a picture of herself in the mirror
905,5531550228324592939.mp4,906,a man is looking at something and then he looks away
906,5531550228324592939.mp4,907,a woman with long hair is smiling and talking
907,5531550228324592939.mp4,908,a woman is smiling and holding a baby
908,5531550228324592939.mp4,909,a man is looking at a woman and then he looks away
909,5531550228324592939.mp4,910,a man is sitting on a bed with a laptop
910,5531550228324592939.mp4,911,a man is dancing in a room with a lot of people
911,5531550228324592939.mp4,912,a man is sitting on a couch and talking
912,5531550228324592939.mp4,913,a man is sitting on a couch and hugging a woman
913,5531550228324592939.mp4,914,a man is kissing a woman on the cheek
914,5531550228324592939.mp4,915,a man is sitting in a room and talking
915,5531550228324592939.mp4,916,a man is kissing a woman s hand
916,5531550228324592939.mp4,917,a man is sitting in a car and smiling
917,5531550228324592939.mp4,918,a man is sitting on a couch and is smiling
918,5531550228324592939.mp4,919,a woman is taking off her shirt and smiling
919,5531550228324592939.mp4,920,a woman is looking at something and smiling
920,5531550228324592939.mp4,921,a woman is smiling and laughing while sitting in a chair
921,5531550228324592939.mp4,922,a woman is brushing her teeth in the bathroom
922,5531550228324592939.mp4,923,a woman with long hair is smiling and talking
923,5531550228324592939.mp4,924,a woman is smiling and laughing while sitting in a chair
924,5531550228324592939.mp4,925,a man wearing a red shirt is talking and smiling
925,5531550228324592939.mp4,926,a woman in a pink dress is taking a picture of herself in the mirror
926,5531550228324592939.mp4,927,a woman is smiling and laughing while sitting in a chair
927,5531550228324592939.mp4,928,a woman with long hair is talking and smiling
928,5531550228324592939.mp4,929,a woman in a white dress is brushing her teeth
929,5531550228324592939.mp4,930,a man is smiling and laughing while wearing a red shirt
930,5531550228324592939.mp4,931,a woman is smiling and laughing while sitting in a chair
931,5531550228324592939.mp4,932,a woman is talking to a man and he is smiling
932,5531550228324592939.mp4,933,a woman is sitting on a couch and talking to a man
933,5531550228324592939.mp4,934,a woman is taking a picture of herself in the mirror
934,5531550228324592939.mp4,935,a woman in a pink dress is taking a picture of herself in the mirror
935,5531550228324592939.mp4,936,a woman is kissing a man s neck
936,5531550228324592939.mp4,937,a woman is talking to a man and he is smiling
937,5531550228324592939.mp4,938,a woman is looking at something and smiling
938,5531550228324592939.mp4,939,a woman in a pink dress is taking a picture of herself in the mirror
939,5531550228324592939.mp4,940,a woman with long hair is talking and smiling
940,5531550228324592939.mp4,941,a woman is smiling and laughing while sitting in a chair
941,5531550228324592939.mp4,942,a woman with long hair is smiling and talking
942,5531550228324592939.mp4,943,a man with a red shirt is smiling and talking
943,5531550228324592939.mp4,944,a woman in a pink dress is sitting on a toilet
944,5531550228324592939.mp4,945,a woman with long hair is smiling and talking
945,5531550228324592939.mp4,946,a man is talking and smiling while he is talking
946,5531550228324592939.mp4,947,a baby is laying down and looking at a cell phone
947,5531550228324592939.mp4,948,a woman is laying on a bed with a laptop
948,5531550228324592939.mp4,949,a man is sitting in a chair and talking
949,5531550228324592939.mp4,950,a baby is laying in a bed with a stuffed animal
950,5531550228324592939.mp4,951,a man is sitting in a chair and talking
951,5531550228324592939.mp4,952,a woman laying in bed with a laptop computer
952,5531550228324592939.mp4,953,a baby is laying in bed with a stuffed animal
953,5531550228324592939.mp4,954,a woman is looking at something and smiling
954,5531550228324592939.mp4,955,a baby is laying in bed with a stuffed animal
955,5531550228324592939.mp4,956,a man is talking to a woman and she is smiling
956,5531550228324592939.mp4,957,a woman with long hair is smiling and talking
957,5531550228324592939.mp4,958,a baby is laying in bed with a stuffed animal
958,5531550228324592939.mp4,959,a woman is laying on her side while looking at a cell phone
959,5531550228324592939.mp4,960,a woman is sitting on a bed and talking
960,5531550228324592939.mp4,961,a baby is laying in bed with a stuffed animal
961,5531550228324592939.mp4,962,a man is sitting in a chair and talking
962,5531550228324592939.mp4,963,a woman is sitting on a couch and smiling
963,5531550228324592939.mp4,964,a baby is laying on a bed with a stuffed animal
964,5531550228324592939.mp4,965,a woman is holding her hands in the air and smiling
965,5531550228324592939.mp4,966,a woman is talking to a man and he is smiling
966,5531550228324592939.mp4,967,a woman in a dress is standing next to a man in a suit
967,5531550228324592939.mp4,968,a woman is talking to a man and he is smiling
968,5531550228324592939.mp4,969,a woman is sitting on a bed and smiling
969,5531550228324592939.mp4,970,a woman is walking down a hallway with a man
970,5531550228324592939.mp4,971,a woman is dancing in front of a mirror
971,5531550228324592939.mp4,972,a woman is dancing with a man
972,5531550228324592939.mp4,973,a woman is sitting on a couch and smiling
973,5531550228324592939.mp4,974,a man and a woman are walking down a hallway
974,5531550228324592939.mp4,975,a woman is talking to a man and he is smiling
975,5531550228324592939.mp4,976,a woman is talking to a man and he is smiling
976,5531550228324592939.mp4,977,a woman is looking at something and then looks away
977,5531550228324592939.mp4,978,a woman is talking to a man and he is smiling
978,5531550228324592939.mp4,979,a woman is walking down a hallway with a man
979,5531550228324592939.mp4,980,a man and a woman are talking and smiling
980,5531550228324592939.mp4,981,a woman with long hair is smiling and talking
981,5531550228324592939.mp4,982,a woman is talking to a man and he is smiling
982,5531550228324592939.mp4,983,a woman is talking to a man and he is smiling
983,5531550228324592939.mp4,984,a woman is kissing a man on the cheek
984,5531550228324592939.mp4,985,a woman is talking to a man and he is smiling
985,5531550228324592939.mp4,986,a woman is talking to a man and he is smiling
986,5531550228324592939.mp4,987,a woman is walking down a hallway with a man
987,5531550228324592939.mp4,988,a man is talking to a woman and she is smiling
988,5531550228324592939.mp4,989,a man and a woman are kissing each other
989,5531550228324592939.mp4,990,a man and a woman are kissing each other
990,5531550228324592939.mp4,991,a woman is smiling and then she smiles
991,5531550228324592939.mp4,992,a woman is sitting on a bed and talking to a man
992,5531550228324592939.mp4,993,a woman is kissing a man on the cheek
993,5531550228324592939.mp4,994,a woman is smiling and then she smiles
994,5531550228324592939.mp4,995,a woman is talking to a man and he looks away
995,5531550228324592939.mp4,996,a woman with long hair is smiling and talking
996,5531550228324592939.mp4,997,a woman is sitting on a couch and smiling
997,5531550228324592939.mp4,998,a man is sitting on a toilet and talking
998,5531550228324592939.mp4,999,a man is kissing a woman s hand
999,5531550228324592939.mp4,1000,a man is sitting on a toilet and talking
1000,5531550228324592939.mp4,1001,a man is kissing a woman s hand
1001,5531550228324592939.mp4,1002,a man is sitting on a toilet and talking
1002,5531550228324592939.mp4,1003,a man is looking at something and then looks away
1003,5531550228324592939.mp4,1004,a man is sitting on a toilet and talking
1004,5531550228324592939.mp4,1005,a man is looking at something and then looks away
1005,5531550228324592939.mp4,1006,a man is sitting on a toilet and talking
1006,5531550228324592939.mp4,1007,a man is looking at something and smiling
1007,5531550228324592939.mp4,1008,a man is sitting on a toilet and talking
1008,5531550228324592939.mp4,1009,a man is dancing in a room with a woman
1009,5531550228324592939.mp4,1010,a man is dancing with a woman in a room
1010,5531550228324592939.mp4,1011,a man is sitting in a room and talking
1011,5531550228324592939.mp4,1012,a man is sitting in a room and talking
1012,5531550228324592939.mp4,1013,a man is sitting in a chair and smiling
1013,5531550228324592939.mp4,1014,a man is sitting in a chair and smiling
1014,5531550228324592939.mp4,1015,a man is sitting in a room and talking
1015,5531550228324592939.mp4,1016,a man is talking to a woman and she is smiling
1016,5531550228324592939.mp4,1017,a man is looking at something and then looks away
1017,5531550228324592939.mp4,1018,a man is sitting in a room and talking to another man
1018,5531550228324592939.mp4,1019,a man is sitting in a room and talking
1019,5531550228324592939.mp4,1020,a man is talking to another man and smiling
1020,5531550228324592939.mp4,1021,a man is sitting in a chair and smiling
1021,5531550228324592939.mp4,1022,a man is sitting in a room and talking to another man
1022,5531550228324592939.mp4,1023,a man is looking at something and then looks away
1023,5531550228324592939.mp4,1024,a man is looking at something and then looks away
1024,5531550228324592939.mp4,1025,a man is looking at something and then looks away
1025,5531550228324592939.mp4,1026,a woman is standing in a kitchen with a lot of food
1026,5531550228324592939.mp4,1027,a man is talking to a woman and she is smiling
1027,5531550228324592939.mp4,1028,a man is talking to a woman and she is smiling
1028,5531550228324592939.mp4,1029,a man is walking through a door and then turns around
1029,5531550228324592939.mp4,1030,a woman is sitting on a couch and smiling
1030,5531550228324592939.mp4,1031,a man is looking at something and then looks away
1031,5531550228324592939.mp4,1032,a woman is smiling and talking to someone
1032,5531550228324592939.mp4,1033,a man is talking to a woman and she looks surprised
1033,5531550228324592939.mp4,1034,a woman is talking to a man and he is smiling
1034,5531550228324592939.mp4,1035,a man and a woman are talking to each other
1035,5531550228324592939.mp4,1036,a woman is smiling and talking to someone
1036,5531550228324592939.mp4,1037,a man is talking to a woman and she is smiling
1037,5531550228324592939.mp4,1038,a man is looking at a paper and then he falls off
1038,5531550228324592939.mp4,1039,a woman with long hair is smiling and talking
1039,5531550228324592939.mp4,1040,a man and a woman are sitting on a couch and the man is putting his arm around the woman
1040,5531550228324592939.mp4,1041,a man is kissing a woman s hand
1041,5531550228324592939.mp4,1042,a man is looking at something and then looks away
1042,5531550228324592939.mp4,1043,a woman is sitting at a table with a vase of flowers
1043,5531550228324592939.mp4,1044,a man is walking through a door and then he stops
1044,5531550228324592939.mp4,1045,a man is walking in a room with a lot of people
1045,5531550228324592939.mp4,1046,a man is looking at something and then looks away
1046,5531550228324592939.mp4,1047,a baby is laying in bed with a stuffed animal
1047,5531550228324592939.mp4,1048,a man is looking at something and then looks away
1048,5531550228324592939.mp4,1049,a man is looking at something and then looks away
1049,5531550228324592939.mp4,1050,a man is looking at something and then looks away
1050,5531550228324592939.mp4,1051,a woman is dancing with a man
1051,5531550228324592939.mp4,1052,a group of girls are dancing in a room
1052,5531550228324592939.mp4,1053,a woman is sitting on a bed and smiling
1053,5531550228324592939.mp4,1054,a woman is looking at her phone and smiling
1054,5531550228324592939.mp4,1055,a woman is talking to a man and he looks away
1055,5531550228324592939.mp4,1056,a man is sitting on a sofa and smiling
1056,5531550228324592939.mp4,1057,a man is sitting on a couch and he is talking
1057,5531550228324592939.mp4,1058,a woman is smiling and making a face
1058,5531550228324592939.mp4,1059,a man with a red shirt is smiling and talking
1059,5531550228324592939.mp4,1060,a woman is brushing her teeth in the bathroom
1060,5531550228324592939.mp4,1061,a man with a tattoo on his arm is talking
1061,5531550228324592939.mp4,1062,a woman is brushing her teeth in the bathroom
1062,5531550228324592939.mp4,1063,a man is smiling and laughing while wearing a red shirt
1063,5531550228324592939.mp4,1064,a man and a woman are sitting on a toilet
1064,5531550228324592939.mp4,1065,a man with a tattoo on his arm is talking to a woman
1065,5531550228324592939.mp4,1066,a woman is looking at her phone and smiling
1066,5531550228324592939.mp4,1067,a woman with a red shirt is smiling and talking
1067,5531550228324592939.mp4,1068,a woman is lying on her back and smiling
1068,5531550228324592939.mp4,1069,a man is sitting on a toilet and looking around
